season,name,position,team,location_x,kickoff_time,minutes,opp_team_name,location,was_home,area,mins_prev_match,duration,kickoff_date,temperature,humidity,elevation,injured
2021-2022,Andrew Robertson,DEF,Liverpool,Liverpool,2022-04-30 11:30:00+00:00,90,Newcastle,Newcastle upon Tyne,FALSE,Newcastle upon Tyne,90,5,30/04/2022,6.28,82,44.76,no
2021-2022,Andrew Robertson,DEF,Liverpool,Liverpool,2022-05-07 18:45:00+00:00,63,Spurs,London,TRUE,Liverpool,90,7,07/05/2022,11.35,94,14.48,no
2021-2022,Andrew Robertson,DEF,Liverpool,Liverpool,2022-05-10 19:00:00+00:00,0,Aston Villa,Birmingham,FALSE,Birmingham,63,3,10/05/2022,15.19,80,138.25,no
2021-2022,Andrew Robertson,DEF,Liverpool,Liverpool,2022-05-17 18:45:00+00:00,0,Southampton,Southampton,FALSE,Southampton,0,6,17/05/2022,11.97,90,11.03,no
2021-2022,Andrew Robertson,DEF,Liverpool,Liverpool,2022-05-22 15:00:00+00:00,90,Wolves,Wolverhampton,TRUE,Liverpool,0,4,22/05/2022,13,74,14.48,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2022-08-06 11:30:00+00:00,90,Fulham,London,FALSE,London,0,0,06/08/2022,16.59,53,7.55,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2022-08-15 19:00:00+00:00,62,Crystal Palace,London,TRUE,Liverpool,90,9,15/08/2022,21.19,74,14.48,yes
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2022-08-22 19:00:00+00:00,84,Man Utd,Manchester,FALSE,Manchester,62,7,22/08/2022,16.82,74,52.86,yes
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2022-08-27 14:00:00+00:00,68,Bournemouth,Bournemouth,TRUE,Liverpool,84,4,27/08/2022,16.45,82,14.48,yes
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2022-08-31 19:00:00+00:00,70,Newcastle,Newcastle upon Tyne,TRUE,Liverpool,68,4,31/08/2022,14.47,73,14.48,yes
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2022-09-03 11:30:00+00:00,31,Everton,Liverpool,FALSE,Liverpool,70,2,03/09/2022,17.69,66,14.48,yes
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2022-10-01 14:00:00+00:00,0,Brighton,Brighton,TRUE,Liverpool,31,28,01/10/2022,13.18,83,14.48,yes
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2022-10-09 15:30:00+00:00,0,Arsenal,London,FALSE,London,0,8,09/10/2022,12.26,71,7.55,yes
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2022-10-16 15:30:00+00:00,90,Man City,Manchester,TRUE,Liverpool,0,7,16/10/2022,10.72,82,14.48,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2022-10-19 18:30:00+00:00,9,West Ham,London,TRUE,Liverpool,90,3,19/10/2022,9.68,87,14.48,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2022-10-22 11:30:00+00:00,90,Nott'm Forest,Nottingham,FALSE,Nottingham,9,2,22/10/2022,15.37,90,36.78,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2022-10-29 18:45:00+00:00,90,Leeds,Leeds,TRUE,Liverpool,90,7,29/10/2022,12.14,88,14.48,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2022-11-06 16:30:00+00:00,90,Spurs,London,FALSE,London,90,7,06/11/2022,13.83,95,7.55,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2022-11-12 15:00:00+00:00,85,Southampton,Southampton,TRUE,Liverpool,90,5,12/11/2022,12.8,85,14.48,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2022-12-26 17:30:00+00:00,90,Aston Villa,Birmingham,FALSE,Birmingham,85,44,26/12/2022,8.45,90,138.25,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2022-12-30 20:00:00+00:00,61,Leicester,Leicester,TRUE,Liverpool,90,4,30/12/2022,5.82,86,14.48,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2023-01-02 17:30:00+00:00,45,Brentford,London,FALSE,London,61,2,02/01/2023,7.5,93,7.55,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2023-01-14 15:00:00+00:00,90,Brighton,Brighton,FALSE,Brighton,45,11,14/01/2023,9.34,85,15.48,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2023-01-21 12:30:00+00:00,90,Chelsea,London,TRUE,Liverpool,90,6,21/01/2023,-0.85,88,14.48,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2023-02-04 15:00:00+00:00,85,Wolves,Wolverhampton,FALSE,Wolverhampton,90,14,04/02/2023,8.31,88,156.19,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2023-02-13 20:00:00+00:00,90,Everton,Liverpool,TRUE,Liverpool,85,9,13/02/2023,4.18,86,14.48,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2023-02-18 17:30:00+00:00,90,Newcastle,Newcastle upon Tyne,FALSE,Newcastle upon Tyne,90,4,18/02/2023,5.18,98,44.76,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2023-02-25 19:45:00+00:00,90,Crystal Palace,London,FALSE,London,90,7,25/02/2023,3.97,83,7.55,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2023-03-01 20:00:00+00:00,0,Wolves,Wolverhampton,TRUE,Liverpool,90,4,01/03/2023,6.67,79,14.48,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2023-03-05 16:30:00+00:00,90,Man Utd,Manchester,TRUE,Liverpool,0,3,05/03/2023,3.65,71,14.48,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2023-03-11 12:30:00+00:00,90,Bournemouth,Bournemouth,FALSE,Bournemouth,90,5,11/03/2023,1.98,87,9.76,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2023-04-01 11:30:00+00:00,69,Man City,Manchester,FALSE,Manchester,90,20,01/04/2023,9.04,77,52.86,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2023-04-04 19:00:00+00:00,24,Chelsea,London,FALSE,London,69,3,04/04/2023,4.09,75,7.55,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2023-04-09 15:30:00+00:00,90,Arsenal,London,TRUE,Liverpool,24,4,09/04/2023,9.68,67,14.48,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2023-04-17 19:00:00+00:00,90,Leeds,Leeds,FALSE,Leeds,90,8,17/04/2023,11.08,86,40.44,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2023-04-22 14:00:00+00:00,90,Nott'm Forest,Nottingham,TRUE,Liverpool,90,4,22/04/2023,7.83,85,14.48,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2023-04-26 18:45:00+00:00,90,West Ham,London,FALSE,London,90,4,26/04/2023,6.44,76,7.55,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2023-04-30 15:30:00+00:00,90,Spurs,London,TRUE,Liverpool,90,3,30/04/2023,13.27,89,14.48,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2023-05-03 19:00:00+00:00,24,Fulham,London,TRUE,Liverpool,90,3,03/05/2023,11.18,77,14.48,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2023-05-06 16:30:00+00:00,81,Brentford,London,TRUE,Liverpool,24,2,06/05/2023,12.18,92,14.48,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2023-05-15 19:00:00+00:00,90,Leicester,Leicester,FALSE,Leicester,81,9,15/05/2023,11.98,85,61.31,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2023-05-20 14:00:00+00:00,71,Aston Villa,Birmingham,TRUE,Liverpool,90,4,20/05/2023,12.88,81,14.48,no
2022-2023,Andrew Robertson,DEF,Liverpool,Liverpool,2023-05-28 15:30:00+00:00,0,Southampton,Southampton,FALSE,Southampton,71,8,28/05/2023,10.34,80,11.03,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2023-08-13 15:30:00+00:00,90,Chelsea,London,FALSE,London,0,0,13/08/2023,17.17,82,7.55,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2023-08-19 14:00:00+00:00,90,Bournemouth,Bournemouth,TRUE,Liverpool,90,5,19/08/2023,17.94,92,14.48,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2023-08-27 15:30:00+00:00,90,Newcastle,Newcastle upon Tyne,FALSE,Newcastle upon Tyne,90,8,27/08/2023,10.94,92,44.76,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2023-09-03 13:00:00+00:00,90,Aston Villa,Birmingham,TRUE,Liverpool,90,6,03/09/2023,16.09,87,14.48,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2023-09-16 11:30:00+00:00,90,Wolves,Wolverhampton,FALSE,Wolverhampton,90,12,16/09/2023,13.05,77,156.19,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2023-09-24 13:00:00+00:00,90,West Ham,London,TRUE,Liverpool,90,8,24/09/2023,12.92,83,14.48,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2023-09-30 16:30:00+00:00,90,Spurs,London,FALSE,London,90,6,30/09/2023,14.26,80,7.55,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2023-10-08 13:00:00+00:00,90,Brighton,Brighton,FALSE,Brighton,90,7,08/10/2023,15.31,82,15.48,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2023-10-21 11:30:00+00:00,0,Everton,Liverpool,TRUE,Liverpool,90,12,21/10/2023,8.98,94,14.48,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2023-10-29 14:00:00+00:00,0,Nott'm Forest,Nottingham,TRUE,Liverpool,0,8,29/10/2023,9.98,93,14.48,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2023-11-05 16:30:00+00:00,0,Luton,Luton,FALSE,Luton,0,7,05/11/2023,6.02,93,110.84,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2023-11-12 14:00:00+00:00,0,Brentford,London,TRUE,Liverpool,0,6,12/11/2023,3.73,93,14.48,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2023-11-25 12:30:00+00:00,0,Man City,Manchester,FALSE,Manchester,0,12,25/11/2023,-0.36,85,52.86,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2023-12-03 14:00:00+00:00,0,Fulham,London,TRUE,Liverpool,0,8,03/12/2023,1.12,92,14.48,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2023-12-06 19:30:00+00:00,0,Sheffield Utd,Sheffield,FALSE,Sheffield,0,3,06/12/2023,1.25,77,81.19,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2023-12-09 12:30:00+00:00,0,Crystal Palace,London,FALSE,London,0,2,09/12/2023,9.07,85,7.55,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2023-12-17 16:30:00+00:00,0,Man Utd,Manchester,TRUE,Liverpool,0,8,17/12/2023,10.03,86,14.48,yes
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2023-12-23 17:30:00+00:00,0,Arsenal,London,TRUE,Liverpool,0,6,23/12/2023,10.4,87,14.48,yes
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2023-12-26 17:30:00+00:00,0,Burnley,Burnley,FALSE,Burnley,0,3,26/12/2023,8.01,90,117.06,yes
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2024-01-01 20:00:00+00:00,0,Newcastle,Newcastle upon Tyne,TRUE,Liverpool,0,6,01/01/2024,7.75,88,14.48,yes
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2024-01-21 16:30:00+00:00,0,Bournemouth,Bournemouth,FALSE,Bournemouth,0,19,21/01/2024,6.16,87,9.76,yes
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2024-01-31 20:15:00+00:00,21,Chelsea,London,TRUE,Liverpool,0,10,31/01/2024,2.98,88,14.48,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2024-02-04 16:30:00+00:00,32,Arsenal,London,FALSE,London,21,3,04/02/2024,11.74,90,7.55,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2024-02-10 15:00:00+00:00,90,Burnley,Burnley,TRUE,Liverpool,32,5,10/02/2024,6.93,94,14.48,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2024-02-17 12:30:00+00:00,90,Brentford,London,FALSE,London,90,6,17/02/2024,10.85,81,7.55,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2024-02-21 19:30:00+00:00,22,Luton,Luton,TRUE,Liverpool,90,4,21/02/2024,6.99,94,14.48,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2024-03-02 15:00:00+00:00,59,Nott'm Forest,Nottingham,FALSE,Nottingham,22,9,02/03/2024,3.45,89,36.78,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2024-03-10 15:45:00+00:00,29,Man City,Manchester,TRUE,Liverpool,59,8,10/03/2024,6.73,85,14.48,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2024-03-31 13:00:00+00:00,0,Brighton,Brighton,TRUE,Liverpool,29,20,31/03/2024,7.13,78,14.48,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2024-04-04 18:30:00+00:00,30,Sheffield Utd,Sheffield,TRUE,Liverpool,0,4,04/04/2024,8.52,86,14.48,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2024-04-07 14:30:00+00:00,90,Man Utd,Manchester,FALSE,Manchester,30,2,07/04/2024,11.23,77,52.86,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2024-04-14 13:00:00+00:00,90,Crystal Palace,London,TRUE,Liverpool,90,6,14/04/2024,8.47,76,14.48,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2024-04-21 15:30:00+00:00,90,Fulham,London,FALSE,London,90,7,21/04/2024,6.27,77,7.55,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2024-04-24 19:00:00+00:00,83,Everton,Liverpool,FALSE,Liverpool,90,3,24/04/2024,9.01,79,14.48,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2024-04-27 11:30:00+00:00,90,West Ham,London,FALSE,London,83,2,27/04/2024,8.42,70,7.55,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2024-05-05 15:30:00+00:00,63,Spurs,London,TRUE,Liverpool,90,8,05/05/2024,10.35,86,14.48,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2024-05-13 19:00:00+00:00,0,Aston Villa,Birmingham,FALSE,Birmingham,63,8,13/05/2024,14.66,88,138.25,no
2023-2024,Andrew Robertson,DEF,Liverpool,Liverpool,2024-05-19 15:00:00+00:00,90,Wolves,Wolverhampton,TRUE,Liverpool,0,5,19/05/2024,13.77,92,14.48,no
2018-2019,Bukayo Saka,MID,Arsenal,London,2018-12-22 12:30:00+00:00,0,Burnley,Burnley,TRUE,London,0,0,22/12/2018,10.65,87,7.55,no
2018-2019,Bukayo Saka,MID,Arsenal,London,2018-12-26 17:15:00+00:00,0,Brighton,Brighton,FALSE,Brighton,0,4,26/12/2018,7.66,75,15.48,no
2018-2019,Bukayo Saka,MID,Arsenal,London,2018-12-29 17:30:00+00:00,0,Liverpool,Liverpool,FALSE,Liverpool,0,3,29/12/2018,10.64,79,14.48,no
2018-2019,Bukayo Saka,MID,Arsenal,London,2019-01-01 15:00:00+00:00,7,Fulham,London,TRUE,London,0,2,01/01/2019,8.98,75,7.55,no
2018-2019,Bukayo Saka,MID,Arsenal,London,2019-01-12 12:30:00+00:00,0,West Ham,London,FALSE,London,7,10,12/01/2019,7.46,75,7.55,no
2018-2019,Bukayo Saka,MID,Arsenal,London,2019-01-19 17:30:00+00:00,0,Chelsea,London,TRUE,London,0,7,19/01/2019,3,72,7.55,no
2018-2019,Bukayo Saka,MID,Arsenal,London,2019-01-29 19:45:00+00:00,0,Cardiff,Cardiff,TRUE,London,0,10,29/01/2019,-0.21,77,7.55,no
2018-2019,Bukayo Saka,MID,Arsenal,London,2019-02-03 16:30:00+00:00,0,Man City,Manchester,FALSE,Manchester,0,4,03/02/2019,-3.18,93,52.86,no
2018-2019,Bukayo Saka,MID,Arsenal,London,2019-02-09 15:00:00+00:00,0,Huddersfield,Huddersfield,FALSE,Huddersfield,0,5,09/02/2019,5.57,83,88.01,no
2018-2019,Bukayo Saka,MID,Arsenal,London,2019-02-24 14:05:00+00:00,0,Southampton,Southampton,TRUE,London,0,14,24/02/2019,7.68,83,7.55,no
2018-2019,Bukayo Saka,MID,Arsenal,London,2019-02-27 19:45:00+00:00,0,Bournemouth,Bournemouth,TRUE,London,0,3,27/02/2019,8.82,81,7.55,no
2018-2019,Bukayo Saka,MID,Arsenal,London,2019-03-02 12:30:00+00:00,0,Spurs,London,FALSE,London,0,2,02/03/2019,8.18,81,7.55,no
2018-2019,Bukayo Saka,MID,Arsenal,London,2019-03-10 16:30:00+00:00,0,Man Utd,Manchester,TRUE,London,0,8,10/03/2019,6.84,86,7.55,no
2018-2019,Bukayo Saka,MID,Arsenal,London,2019-04-01 19:00:00+00:00,0,Newcastle,Newcastle upon Tyne,TRUE,London,0,22,01/04/2019,6.27,72,7.55,no
2018-2019,Bukayo Saka,MID,Arsenal,London,2019-04-07 13:05:00+00:00,0,Everton,Liverpool,FALSE,Liverpool,0,5,07/04/2019,7.56,74,14.48,no
2018-2019,Bukayo Saka,MID,Arsenal,London,2019-04-15 19:00:00+00:00,0,Watford,Watford,FALSE,Watford,0,8,15/04/2019,3.61,83,72.69,no
2018-2019,Bukayo Saka,MID,Arsenal,London,2019-04-21 15:00:00+00:00,0,Crystal Palace,London,TRUE,London,0,5,21/04/2019,13.31,63,7.55,no
2018-2019,Bukayo Saka,MID,Arsenal,London,2019-04-24 18:45:00+00:00,0,Wolves,Wolverhampton,FALSE,Wolverhampton,0,3,24/04/2019,10.44,78,156.19,no
2018-2019,Bukayo Saka,MID,Arsenal,London,2019-04-28 11:00:00+00:00,0,Leicester,Leicester,FALSE,Leicester,0,3,28/04/2019,5.87,74,61.31,no
2018-2019,Bukayo Saka,MID,Arsenal,London,2019-05-05 15:30:00+00:00,0,Brighton,Brighton,TRUE,London,0,7,05/05/2019,6.86,73,7.55,no
2018-2019,Bukayo Saka,MID,Arsenal,London,2019-05-12 14:00:00+00:00,0,Burnley,Burnley,FALSE,Burnley,0,6,12/05/2019,5.88,87,117.06,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2019-09-15 15:30:00+00:00,0,Watford,Watford,FALSE,Watford,0,0,15/09/2019,11.7,77,72.69,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2019-09-22 15:30:00+00:00,45,Aston Villa,Birmingham,TRUE,London,0,7,22/09/2019,17.26,77,7.55,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2019-09-30 19:00:00+00:00,79,Man Utd,Manchester,FALSE,Manchester,45,8,30/09/2019,9.79,95,52.86,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2019-10-06 13:00:00+00:00,82,Bournemouth,Bournemouth,TRUE,London,79,5,06/10/2019,12.68,85,7.55,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2019-10-21 19:00:00+00:00,90,Sheffield Utd,Sheffield,FALSE,Sheffield,82,15,21/10/2019,8.79,93,81.19,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2019-10-27 16:30:00+00:00,29,Crystal Palace,London,TRUE,London,90,5,27/10/2019,7.47,89,7.55,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2019-11-02 15:00:00+00:00,17,Wolves,Wolverhampton,TRUE,London,29,5,02/11/2019,14.91,87,7.55,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2019-11-09 17:30:00+00:00,0,Leicester,Leicester,FALSE,Leicester,17,7,09/11/2019,0.87,74,61.31,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2019-11-23 15:00:00+00:00,0,Southampton,Southampton,TRUE,London,0,13,23/11/2019,8.36,85,7.55,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2019-12-01 14:00:00+00:00,12,Norwich,Norwich,FALSE,Norwich,0,7,01/12/2019,3.84,91,21.49,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2019-12-05 20:15:00+00:00,0,Brighton,Brighton,TRUE,London,12,4,05/12/2019,1.42,93,7.55,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2019-12-09 20:00:00+00:00,0,West Ham,London,FALSE,London,0,3,09/12/2019,7.79,75,7.55,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2019-12-15 16:30:00+00:00,50,Man City,Manchester,TRUE,London,0,5,15/12/2019,7.19,90,7.55,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2019-12-21 12:30:00+00:00,90,Everton,Liverpool,FALSE,Liverpool,50,5,21/12/2019,4.9,88,14.48,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2019-12-26 15:00:00+00:00,90,Bournemouth,Bournemouth,FALSE,Bournemouth,90,5,26/12/2019,8.53,85,9.76,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2019-12-29 14:00:00+00:00,90,Chelsea,London,TRUE,London,90,2,29/12/2019,7.81,83,7.55,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2020-01-01 20:00:00+00:00,21,Man Utd,Manchester,TRUE,London,90,3,01/01/2020,5.1,87,7.55,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2020-01-11 12:30:00+00:00,0,Crystal Palace,London,FALSE,London,21,9,11/01/2020,6.39,79,7.55,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2020-01-18 15:00:00+00:00,90,Sheffield Utd,Sheffield,TRUE,London,0,7,18/01/2020,3.32,86,7.55,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2020-01-21 20:15:00+00:00,90,Chelsea,London,FALSE,London,90,3,21/01/2020,1.53,90,7.55,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2020-02-02 14:00:00+00:00,45,Burnley,Burnley,FALSE,Burnley,90,11,02/02/2020,6.02,95,117.06,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2020-02-16 16:30:00+00:00,90,Newcastle,Newcastle upon Tyne,TRUE,London,45,14,16/02/2020,12.67,89,7.55,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2020-02-23 16:30:00+00:00,72,Everton,Liverpool,TRUE,London,90,7,23/02/2020,9.88,78,7.55,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2020-03-07 15:00:00+00:00,90,West Ham,London,TRUE,London,72,12,07/03/2020,3.17,82,7.55,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2020-06-17 19:15:00+00:00,90,Man City,Manchester,FALSE,Manchester,90,102,17/06/2020,15.22,97,52.86,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2020-06-20 14:00:00+00:00,86,Brighton,Brighton,FALSE,Brighton,90,2,20/06/2020,13.86,88,15.48,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2020-06-25 17:00:00+00:00,90,Southampton,Southampton,FALSE,Southampton,86,5,25/06/2020,19.65,53,11.03,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2020-07-01 17:00:00+00:00,0,Norwich,Norwich,TRUE,London,90,6,01/07/2020,17.14,81,7.55,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2020-07-04 16:30:00+00:00,75,Wolves,Wolverhampton,FALSE,Wolverhampton,0,2,04/07/2020,15.04,91,156.19,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2020-07-07 19:15:00+00:00,70,Leicester,Leicester,TRUE,London,75,3,07/07/2020,16.24,51,7.55,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2020-07-12 15:30:00+00:00,20,Spurs,London,FALSE,London,70,4,12/07/2020,14.96,63,7.55,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2020-07-15 19:15:00+00:00,84,Liverpool,Liverpool,TRUE,London,20,3,15/07/2020,16.3,63,7.55,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2020-07-21 19:15:00+00:00,59,Aston Villa,Birmingham,FALSE,Birmingham,84,6,21/07/2020,11.55,67,138.25,no
2019-2020,Bukayo Saka,MID,Arsenal,London,2020-07-26 15:00:00+00:00,0,Watford,Watford,TRUE,London,59,4,26/07/2020,14.83,90,7.55,no
2020-2021,Bukayo Saka,MID,Arsenal,London,2020-09-12 11:30:00+00:00,0,Fulham,London,FALSE,London,0,0,12/09/2020,14.6,70,7.55,no
2020-2021,Bukayo Saka,MID,Arsenal,London,2020-09-19 19:00:00+00:00,88,West Ham,London,TRUE,London,0,7,19/09/2020,15.09,75,7.55,no
2020-2021,Bukayo Saka,MID,Arsenal,London,2020-09-28 19:00:00+00:00,0,Liverpool,Liverpool,FALSE,Liverpool,88,9,28/09/2020,7.95,85,14.48,no
2020-2021,Bukayo Saka,MID,Arsenal,London,2020-10-04 13:00:00+00:00,86,Sheffield Utd,Sheffield,TRUE,London,0,5,04/10/2020,11,90,7.55,no
2020-2021,Bukayo Saka,MID,Arsenal,London,2020-10-17 16:30:00+00:00,90,Man City,Manchester,FALSE,Manchester,86,13,17/10/2020,10.18,77,52.86,no
2020-2021,Bukayo Saka,MID,Arsenal,London,2020-10-25 19:15:00+00:00,64,Leicester,Leicester,TRUE,London,90,8,25/10/2020,11.3,89,7.55,no
2020-2021,Bukayo Saka,MID,Arsenal,London,2020-11-01 16:30:00+00:00,90,Man Utd,Manchester,FALSE,Manchester,64,6,01/11/2020,10.16,73,52.86,no
2020-2021,Bukayo Saka,MID,Arsenal,London,2020-11-08 19:15:00+00:00,90,Aston Villa,Birmingham,TRUE,London,90,7,08/11/2020,10.26,95,7.55,no
2020-2021,Bukayo Saka,MID,Arsenal,London,2020-11-22 16:30:00+00:00,35,Leeds,Leeds,FALSE,Leeds,90,13,22/11/2020,7.86,79,40.44,no
2020-2021,Bukayo Saka,MID,Arsenal,London,2020-11-29 19:15:00+00:00,90,Wolves,Wolverhampton,TRUE,London,35,7,29/11/2020,9.15,92,7.55,no
2020-2021,Bukayo Saka,MID,Arsenal,London,2020-12-06 16:30:00+00:00,90,Spurs,London,FALSE,London,90,6,06/12/2020,4.22,85,7.55,no
2020-2021,Bukayo Saka,MID,Arsenal,London,2020-12-13 19:15:00+00:00,90,Burnley,Burnley,TRUE,London,90,7,13/12/2020,3.82,88,7.55,no
2020-2021,Bukayo Saka,MID,Arsenal,London,2020-12-16 18:00:00+00:00,90,Southampton,Southampton,TRUE,London,90,2,16/12/2020,8.01,90,7.55,no
2020-2021,Bukayo Saka,MID,Arsenal,London,2020-12-19 17:30:00+00:00,90,Everton,Liverpool,FALSE,Liverpool,90,2,19/12/2020,11.4,78,14.48,no
2020-2021,Bukayo Saka,MID,Arsenal,London,2020-12-26 17:30:00+00:00,90,Chelsea,London,TRUE,London,90,7,26/12/2020,1.2,82,7.55,no
2020-2021,Bukayo Saka,MID,Arsenal,London,2020-12-29 18:00:00+00:00,80,Brighton,Brighton,FALSE,Brighton,90,3,29/12/2020,1.94,95,15.48,no
2020-2021,Bukayo Saka,MID,Arsenal,London,2021-01-02 20:00:00+00:00,70,West Brom,West Bromwich,FALSE,West Bromwich,80,4,02/01/2021,1.02,92,166.57,no
